cell_id,cell_geometry_status,svf_asset_status,dsm_asset_status,cdsm_asset_status,dem_asset_status,landcover_asset_status,metforcing_asset_status,qgis_template_status,source_of_status,path_resolution_status,blocker_level,claim_boundary
TP_0972,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,not_declared_in_prior_F5_SOLWEIG_manifest,PASS_PRIOR_F5_MET_FORCING_READY_METADATA_ONLY,PASS_PRIOR_F5_QGIS_MANUAL_CHECK_STATUS_METADATA_ONLY,"No prior F5/F2d cell asset row for this new candidate; B8.7b does not create cell geometry, rasters, SVF, or local runner.",no_prior_cell_asset_mapping_for_new_candidate,unknown_not_evaluated,"B8.7b N300 execution precheck only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster read/write/copy, no QGIS/SOLWEIG execution, no run-ready N300 manifest, no QGIS/local runner, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0015,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,not_declared_in_prior_F5_SOLWEIG_manifest,PASS_PRIOR_F5_MET_FORCING_READY_METADATA_ONLY,PASS_PRIOR_F5_QGIS_MANUAL_CHECK_STATUS_METADATA_ONLY,"No prior F5/F2d cell asset row for this new candidate; B8.7b does not create cell geometry, rasters, SVF, or local runner.",no_prior_cell_asset_mapping_for_new_candidate,unknown_not_evaluated,"B8.7b N300 execution precheck only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster read/write/copy, no QGIS/SOLWEIG execution, no run-ready N300 manifest, no QGIS/local runner, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0431,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,not_declared_in_prior_F5_SOLWEIG_manifest,PASS_PRIOR_F5_MET_FORCING_READY_METADATA_ONLY,PASS_PRIOR_F5_QGIS_MANUAL_CHECK_STATUS_METADATA_ONLY,"No prior F5/F2d cell asset row for this new candidate; B8.7b does not create cell geometry, rasters, SVF, or local runner.",no_prior_cell_asset_mapping_for_new_candidate,unknown_not_evaluated,"B8.7b N300 execution precheck only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster read/write/copy, no QGIS/SOLWEIG execution, no run-ready N300 manifest, no QGIS/local runner, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0016,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,not_declared_in_prior_F5_SOLWEIG_manifest,PASS_PRIOR_F5_MET_FORCING_READY_METADATA_ONLY,PASS_PRIOR_F5_QGIS_MANUAL_CHECK_STATUS_METADATA_ONLY,"No prior F5/F2d cell asset row for this new candidate; B8.7b does not create cell geometry, rasters, SVF, or local runner.",no_prior_cell_asset_mapping_for_new_candidate,unknown_not_evaluated,"B8.7b N300 execution precheck only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster read/write/copy, no QGIS/SOLWEIG execution, no run-ready N300 manifest, no QGIS/local runner, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0564,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,not_declared_in_prior_F5_SOLWEIG_manifest,PASS_PRIOR_F5_MET_FORCING_READY_METADATA_ONLY,PASS_PRIOR_F5_QGIS_MANUAL_CHECK_STATUS_METADATA_ONLY,"No prior F5/F2d cell asset row for this new candidate; B8.7b does not create cell geometry, rasters, SVF, or local runner.",no_prior_cell_asset_mapping_for_new_candidate,unknown_not_evaluated,"B8.7b N300 execution precheck only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster read/write/copy, no QGIS/SOLWEIG execution, no run-ready N300 manifest, no QGIS/local runner, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0650,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,not_declared_in_prior_F5_SOLWEIG_manifest,PASS_PRIOR_F5_MET_FORCING_READY_METADATA_ONLY,PASS_PRIOR_F5_QGIS_MANUAL_CHECK_STATUS_METADATA_ONLY,"No prior F5/F2d cell asset row for this new candidate; B8.7b does not create cell geometry, rasters, SVF, or local runner.",no_prior_cell_asset_mapping_for_new_candidate,unknown_not_evaluated,"B8.7b N300 execution precheck only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster read/write/copy, no QGIS/SOLWEIG execution, no run-ready N300 manifest, no QGIS/local runner, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0410,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,not_declared_in_prior_F5_SOLWEIG_manifest,PASS_PRIOR_F5_MET_FORCING_READY_METADATA_ONLY,PASS_PRIOR_F5_QGIS_MANUAL_CHECK_STATUS_METADATA_ONLY,"No prior F5/F2d cell asset row for this new candidate; B8.7b does not create cell geometry, rasters, SVF, or local runner.",no_prior_cell_asset_mapping_for_new_candidate,unknown_not_evaluated,"B8.7b N300 execution precheck only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster read/write/copy, no QGIS/SOLWEIG execution, no run-ready N300 manifest, no QGIS/local runner, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0674,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,not_declared_in_prior_F5_SOLWEIG_manifest,PASS_PRIOR_F5_MET_FORCING_READY_METADATA_ONLY,PASS_PRIOR_F5_QGIS_MANUAL_CHECK_STATUS_METADATA_ONLY,"No prior F5/F2d cell asset row for this new candidate; B8.7b does not create cell geometry, rasters, SVF, or local runner.",no_prior_cell_asset_mapping_for_new_candidate,unknown_not_evaluated,"B8.7b N300 execution precheck only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster read/write/copy, no QGIS/SOLWEIG execution, no run-ready N300 manifest, no QGIS/local runner, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0851,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,not_declared_in_prior_F5_SOLWEIG_manifest,PASS_PRIOR_F5_MET_FORCING_READY_METADATA_ONLY,PASS_PRIOR_F5_QGIS_MANUAL_CHECK_STATUS_METADATA_ONLY,"No prior F5/F2d cell asset row for this new candidate; B8.7b does not create cell geometry, rasters, SVF, or local runner.",no_prior_cell_asset_mapping_for_new_candidate,unknown_not_evaluated,"B8.7b N300 execution precheck only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster read/write/copy, no QGIS/SOLWEIG execution, no run-ready N300 manifest, no QGIS/local runner, no Tmrt-to-WBGT conversion, and no System A/B coupling."
TP_0168,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,UNKNOWN_LOCAL_AUDIT_REQUIRED,not_declared_in_prior_F5_SOLWEIG_manifest,PASS_PRIOR_F5_MET_FORCING_READY_METADATA_ONLY,PASS_PRIOR_F5_QGIS_MANUAL_CHECK_STATUS_METADATA_ONLY,"No prior F5/F2d cell asset row for this new candidate; B8.7b does not create cell geometry, rasters, SVF, or local runner.",no_prior_cell_asset_mapping_for_new_candidate,unknown_not_evaluated,"B8.7b N300 execution precheck only; not B9, not AOI-wide prediction, not local WBGT, not hazard_score or risk_score, not exposure/vulnerability score, not observed truth, not causal feature importance, no raster read/write/copy, no QGIS/SOLWEIG execution, no run-ready N300 manifest, no QGIS/local runner, no Tmrt-to-WBGT conversion, and no System A/B coupling."
